"time","x1","x2"
0,0.45,0.2
0.25,0.484907835548185,0.228462453087508
0.5,0.514157581288635,0.259432421887558
0.75,0.536904467001327,0.292762840069724
1,0.552747987758518,0.328221069879593
1.25,0.561702609016736,0.365489603258057
1.5,0.564123532722984,0.404173614177045
1.75,0.560619524672495,0.443813953169162
2,0.55195961055274,0.483907146955277
2.25,0.538991658946482,0.52393013421392
2.5,0.522579899976112,0.563366496601302
2.75,0.503554013800655,0.601732741228433
3,0.482676767413898,0.638600849473263
3.25,0.460623571661081,0.673615245833498
3.5,0.43797309345132,0.706502739964344
3.75,0.415204225471448,0.737075883538761
4,0.392700245607135,0.765229786328597
4.25,0.370756619661033,0.790934137641043
4.5,0.349590936366593,0.81422203473813
4.75,0.329354159070323,0.835177281612965
5,0.310141998008114,0.853921419274279
5.25,0.292005625121035,0.870601767817817
5.5,0.274961454612008,0.885380886534198
5.75,0.258999633256536,0.898427873128233
6,0.244091187154687,0.909911588073021
6.25,0.230193891458711,0.919995603568451
6.5,0.217256868253305,0.92883481478508
6.75,0.205224239691878,0.936573195494079
7,0.194037877267503,0.943342590956811
7.25,0.183639408086306,0.949262344774452
7.5,0.17397163374564,0.954439446657531
7.75,0.164979510165531,0.95896904505269
8,0.156610778154634,0.962935204686908
8.25,0.148816322891905,0.966411803306926
8.5,0.141550357463255,0.969463471296197
8.75,0.134770452713804,0.972146548014597
9,0.128437473952111,0.974510003521989
9.25,0.122515456848339,0.976596300243367
9.5,0.116971441260616,0.978442189580513
9.75,0.111775281656753,0.980079434689961
10,0.10689944683443,0.981535458519453
10.25,0.102318817865039,0.982833919773782
10.5,0.0980104902412434,0.983995220768915
10.75,0.0939535842056356,0.985036952594722
11,0.0901290647835009,0.985974284730886
11.25,0.0865195746981997,0.986820303345962
11.5,0.0831092850749659,0.987586290808238
11.75,0.0798837470231448,0.988281994646728
12,0.0768297633429841,0.988915839621867
12.25,0.0739352706725698,0.989495112627554
12.5,0.0711892324065816,0.99002612423272
12.75,0.0685815416036589,0.990514346356196
13,0.0661029332668663,0.99096453037191
13.25,0.0637449051998289,0.991380808362923
13.5,0.0614996466538935,0.991766779804316
13.75,0.0593599740463488,0.992125585791598
14,0.0573192730687624,0.992459972596203
14.25,0.0553714465562546,0.992772346084021
14.5,0.0535108675412898,0.993064818321371
14.75,0.0517323369663594,0.99333924750272
15,0.0500310455789189,0.993597272171989
15.25,0.0484025395780267,0.993840340568971
15.5,0.0468426896249354,0.994069735811485
15.75,0.0453476628692973,0.994286597520199
16,0.0439138983935263,0.994491939906626
16.25,0.0425380823289348,0.994686669291649
16.5,0.0412171286819726,0.994871596619701
16.75,0.0399481610697361,0.995047448914837
17,0.0387284949522475,0.995214880463885
17.25,0.0375556223438681,0.99537448138297
17.5,0.0364271977987009,0.995526785252542
17.75,0.0353410256751467,0.995672275822814
18,0.0342950489907199,0.995811392509569
18.25,0.0332873383536882,0.995944535722372
18.5,0.0323160824771701,0.996072071128023
18.75,0.0313795796824686,0.996194333311959
19,0.0304762291644989,0.996311629429574
19.25,0.0296045241703249,0.996424241857634
19.5,0.0287630454357755,0.996532430663407
19.75,0.0279504547425767,0.996636436027335
20,0.0271654893027177,0.996736480162426
20.25,0.0264069565754775,0.996832769044747
20.5,0.0256737294901436,0.996925493961558
20.75,0.0249647420481603,0.997014832868835
21,0.0242789852713533,0.99710095160265
21.25,0.0236155034654038,0.997184004956033
21.5,0.0229733907707257,0.997264137638234
21.75,0.0223517879757196,0.997341485132513
22,0.0217498795696871,0.997416174463983
22.25,0.0211668910149147,0.997488324888646
22.5,0.0206020862193697,0.997558048513039
22.75,0.0200547651931914,0.997625450852605
23,0.0195242618737297,0.997690631335901
23.25,0.0190099421052912,0.997753683760836
23.5,0.0185112017610178,0.997814696708319
23.75,0.0180274649954621,0.997873753918035
24,0.0175581826174519,0.997930934630466
24.25,0.0171028305737597,0.997986313898782
24.5,0.0166609085349318,0.998039962873757
24.75,0.0162319385753839,0.998091949064526
25,0.015815463940553,0.998142336577621
