"time","x1","x2","x3","x4"
0,0.487467219160544,0.148846559519732,0.248530690401788,0.115155530917936
0.1,0.486594745591612,0.154700834484548,0.232717171250943,0.117118375930143
0.2,0.486541496991825,0.16076220703961,0.218416726085841,0.119126555343843
0.3,0.487157043992301,0.16702578196281,0.205371952514065,0.121157750635994
0.4,0.488318176950445,0.173486935075615,0.193385174239878,0.12319241054641
0.5,0.48992171918019,0.180141130642858,0.182302398369234,0.125213168565897
0.6,0.491879437610776,0.186983804972928,0.172001587533943,0.127204498624073
0.7,0.494114905826145,0.194010296889947,0.162385302291983,0.129152536720149
0.8,0.496561331928819,0.201215790963203,0.153375641568579,0.131044973109014
0.9,0.499159553942549,0.208595266924811,0.144909637507384,0.13287093850901
1,0.501856659306736,0.216143467342775,0.13693593350871,0.134620943445009
1.1,0.504605138478723,0.223854879144212,0.129412649270957,0.136286845971235
1.2,0.507361954373853,0.231723709154742,0.122305116521241,0.137861798833157
1.3,0.5100879969086,0.239743873326436,0.115584390170186,0.139340219380352
1.4,0.512747665599125,0.247908989675498,0.109226042443078,0.140717758000832
1.5,0.515308538089756,0.25621237264597,0.103209178382953,0.141991257030265
1.6,0.517741137158937,0.264647031600691,0.0975156628652644,0.143158707121093
1.7,0.520018755512754,0.273205671356691,0.0921295002352471,0.144219195557728
1.8,0.522117327004162,0.281880694957257,0.0870363417651208,0.145172847355572
1.9,0.52401533071466,0.290664208535139,0.0822230968993305,0.146020759346765
2,0.525693716345768,0.299548028104482,0.077677628806377,0.146764927687637
2.1,0.527135842696027,0.308523688307498,0.0733885193757853,0.147408169854503
2.2,0.528327422280342,0.317582453129095,0.0693448910985769,0.147954042303851
2.3,0.529256466776503,0.326715328629676,0.0655362754727698,0.148406755150135
2.4,0.529913229290021,0.335913077758152,0.0619525192258785,0.148771085288166
2.5,0.5302901405296,0.345166237301388,0.0585837209583133,0.149052289382968
2.6,0.530381736963871,0.3544651370124,0.0554201919144505,0.149256018095434
2.7,0.53018457986046,0.363799920934354,0.0524524355161046,0.149388232806747
2.8,0.52969716481399,0.373160570904333,0.0496711410991151,0.149455125963287
2.9,0.528919821955927,0.382536932181727,0.0470671880044429,0.149463045997019
3,0.527854607511319,0.391918741102969,0.0446316568080114,0.149418427594354
3.1,0.526505187732874,0.401295654619225,0.0423558450398307,0.14932772789865
3.2,0.524876716508685,0.410657281528598,0.0402312852489744,0.149197369046145
3.3,0.522975708115037,0.41999321517119,0.0382497637205527,0.149033687258847
3.4,0.520809906680103,0.429293067315761,0.036403338546365,0.148842888556152
3.5,0.518388153948671,0.438546502932153,0.0346843560944511,0.148631011003498
3.6,0.515720256903691,0.447743275515276,0.033085465216403,0.148403893293593
3.7,0.512816856718738,0.456873262605346,0.0315996287776415,0.148167149354837
3.8,0.509689300397459,0.465926501135673,0.0302201322979974,0.147926148602552
3.9,0.506349516312132,0.474893222234125,0.0289405896515076,0.147686001390622
4,0.502809894692833,0.483763885107357,0.0277549458993903,0.147451549182715
4.1,0.49908317394976,0.492529209647864,0.0266574774230087,0.147227358941284
4.2,0.495182333540732,0.501180207422324,0.0256427895886899,0.147017721226818
4.3,0.491120493929587,0.509708210724943,0.0247058122178928,0.146826651506826
4.4,0.486910823879753,0.518104899455752,0.0238417931914061,0.146657894145498
4.5,0.482566455985195,0.526362325373315,0.0230462903371247,0.146514928835937
4.6,0.478100409433784,0.534472933841827,0.0223151621600701,0.14640097866347
4.7,0.473525520716182,0.542429582700197,0.0216445575319018,0.146319019666696
4.8,0.468854382218809,0.550225558124333,0.021030904587144,0.146271791561828
4.9,0.464099288307054,0.557854587441825,0.0204708991128214,0.146261809235657
5,0.459272188590527,0.565310848891777,0.0199614926617649,0.146291374715497
5.1,0.454384648131708,0.572588978312672,0.0194998805519893,0.146362589409201
5.2,0.449447814212026,0.579684072812031,0.0190834899169554,0.146477366401654
5.3,0.444472389251909,0.586591691505954,0.0187099679421884,0.146637442633852
5.4,0.439468609460641,0.593307853449505,0.0183771703992514,0.146844390820698
5.5,0.43444622877859,0.599829032907973,0.0180831505661236,0.147099630990899
5.6,0.429414507669462,0.60615215214458,0.0178261486033762,0.147404441556804
5.7,0.42438220632133,0.612274571920511,0.0176045814380776,0.147759969843402
5.8,0.419357581827971,0.618194079916243,0.0174170331917448,0.148167242025008
5.9,0.414348388900494,0.623908877311337,0.0172622461778677,0.148627172431029
6,0.409361883751648,0.629417563728277,0.0171391124779778,0.149140572204628
6.1,0.404404830718589,0.634719120795939,0.017046666102717,0.149708157298198
6.2,0.399483511279941,0.639812894552983,0.0169840757314434,0.150330555808923
6.3,0.394603735102035,0.644698576929214,0.0169506380212818,0.151008314659268
6.4,0.389770852803878,0.649376186518986,0.0169457714686171,0.151741905638569
6.5,0.384989770135563,0.653846048861469,0.016969010803778,0.1525317308243
6.6,0.380264963291859,0.658108776427806,0.0170200018962893,0.153378127406213
6.7,0.375600495107763,0.662165248502127,0.0170984971457203,0.154281371939924
6.8,0.371000031905156,0.666016591128374,0.017204351331483,0.155241684058638
6.9,0.366466860782304,0.669664157279521,0.017337517893789,0.156259229673403
7,0.362003907159535,0.673109507389566,0.0174980456171648,0.157334123693327
7.1,0.357613752415107,0.676354390372323,0.0176860756874248,0.158466432297826
7.2,0.353298651464926,0.679400725234806,0.017901839092714,0.159656174793281
7.3,0.349060550158327,0.682250583376978,0.0181456543390879,0.160903325086481
7.4,0.344901102379449,0.684906171654242,0.018417925451042,0.162207812807037
7.5,0.340821686759916,0.687369816264278,0.0187191402274013,0.163569524110633
7.6,0.336823422923476,0.689643947505929,0.0190498687229794,0.164988302194527
7.7,0.332907187197051,0.691731085444822,0.0194107619264072,0.166463947556205
7.8,0.329073627735239,0.693633826508456,0.0198025506044752,0.167996218025549
7.9,0.325323179016798,0.695354831022504,0.0202260442832324,0.169584828600304
8,0.32165607568206,0.696896811690199,0.02068213033592,0.171229451114075
8.1,0.318072365689609,0.698262523007858,0.0211717731475909,0.172929713765494
8.2,0.314571922779044,0.699454751601709,0.0216960133259694,0.174685200536682
8.3,0.311154458233613,0.700476307464836,0.0222559669276769,0.176495450528696
8.4,0.307819531944531,0.701330016066511,0.0228528246691055,0.178359957240534
8.5,0.304566562783114,0.702018711301951,0.023487851090003,0.180278167818606
8.6,0.301394838292635,0.70254522924597,0.0241623836373321,0.182249482303084
8.7,0.298303523716947,0.702912402671371,0.0248778316379261,0.184273252895758
8.8,0.295291670386069,0.703123056289931,0.0256356751267892,0.186348783274698
8.9,0.292358223482258,0.703180002672267,0.0264374634971586,0.188475327980563
9,0.289502029209229,0.703086038807267,0.0272848139408278,0.190652091896816
9.1,0.286721841418059,0.702843943226716,0.0281794096478539,0.192878229847121
9.2,0.284016327678316,0.702456473698605,0.0291229977236936,0.195152846334369
9.3,0.281384074856809,0.701926365409713,0.0301173867981196,0.197474995440746
9.4,0.278823594239301,0.701256329592028,0.0311644442938847,0.199843680908785
9.5,0.276333326222767,0.700449052558622,0.0322660933215892,0.202257856423551
9.6,0.273911644617518,0.699507195102924,0.033424309171369,0.204716426113833
9.7,0.271556860597385,0.698433392219372,0.0346411153731317,0.207218245288936
9.8,0.269267226336528,0.697230253105178,0.0359185792990751,0.20976212142622
9.9,0.267040938371807,0.695900361404735,0.0372588072847608,0.212346815422819
10,0.264876140729877,0.694446275660022,0.0386639392480524,0.214971043123093
10.1,0.262770927861413,0.692870529929522,0.0401361427988423,0.217633477125863
10.2,0.260723347405871,0.691175634556711,0.0416776067811004,0.220332748903697
10.3,0.258731402853594,0.689364077033316,0.04329053431392,0.223067451197763
10.4,0.25679305612351,0.687438322945441,0.0449771352823011,0.225836140716693
10.5,0.254906230094154,0.685400816977355,0.0467396182746125,0.228637341141017
10.6,0.25306881112873,0.683253983943674,0.0485801819896991,0.231469546423563
10.7,0.25127865163109,0.681000229827031,0.0505010061328407,0.234331224377142
10.8,0.249533572663637,0.678641942803439,0.0525042418177123,0.237220820543579
10.9,0.247831366659587,0.676181494236863,0.0545920015063171,0.240136762330962
11,0.246169800259361,0.67362123962698,0.0567663485259626,0.24307746340319
11.1,0.244546617298513,0.670963519496064,0.0590292862102465,0.246041328302724
11.2,0.242959541971852,0.668210660202766,0.0613827467193025,0.249026757284184
11.3,0.241406282195339,0.665364974672408,0.0638285796026943,0.252032151333203
11.4,0.239884533183983,0.662428763035106,0.0663685401762868,0.255055917341868
11.5,0.238391981260765,0.659404313164473,0.0690042777932747,0.258096473408669
11.6,0.236926307907062,0.656293901111537,0.0717373240890096,0.261152254231332
11.7,0.235485194054579,0.653099791432592,0.0745690813046608,0.264221716547608
11.8,0.234066324634135,0.649824237402746,0.0775008107734688,0.267303344596097
11.9,0.232667393368475,0.646469481118175,0.080533621678026,0.270395655548975
12,0.231286107800706,0.643037753487314,0.0836684601841281,0.27349720487409
12.1,0.229920194548713,0.639531274111385,0.0869060990555376,0.276606591584815
12.2,0.228567404766724,0.63595225105703,0.0902471278566289,0.279722463332864
12.3,0.227225519790959,0.632302880524811,0.0936919438478959,0.282843521299788
12.4,0.225892356941626,0.628585346418373,0.0972407436759031,0.28596852484336
12.5,0.224565775448824,0.624801819819985,0.100893515954225,0.289096295856102
12.6,0.223243682465645,0.62095445837911,0.104650034825099,0.292225722794801
12.7,0.221924039127829,0.61704540562151,0.108509854583007,0.295355764342029
12.8,0.220604866615896,0.613076790187167,0.112472305431259,0.298485452663414
12.9,0.219284252172809,0.60905072500601,0.116536490431069,0.301613896227662
13,0.217960355028001,0.604969306421078,0.120701283689675,0.304740282160105
13.1,0.216631412177095,0.600834613269309,0.124965329820111,0.307863878104769
13.2,0.215295743965858,0.596648705930592,0.129327044690421,0.310984033574601
13.3,0.213951759432385,0.592413625356341,0.133784617440275,0.314100180784501
13.4,0.212597961333849,0.588131392087403,0.138336013863519,0.317211834910845
13.5,0.211232950844821,0.583804005275872,0.142978980943218,0.320318593850589
13.6,0.209855431861147,0.579433441720006,0.147711052609728,0.323420137430199
13.7,0.208464214861664,0.575021654922532,0.152529556679047,0.326516226068802
13.8,0.207058220295359,0.570570574185908,0.157431622865357,0.329606698919134
13.9,0.205636481461012,0.566082103754331,0.162414191776703,0.332691471507878
14,0.20419814684746,0.56155812201266,0.167474024815834,0.335770532891397
14.1,0.202742481911188,0.557000480751983,0.1726077148817,0.338843942355158
14.2,0.201268870273778,0.552411004510683,0.177811697762676,0.341911825688481
14.3,0.199776814327812,0.547791489998923,0.183082264108639,0.344974371070121
14.4,0.198265935246197,0.54314370561349,0.188415571866292,0.348031824603528
14.5,0.196735972396312,0.538469391048738,0.193807659061783,0.351084485543506
14.6,0.19518678216658,0.533770257008186,0.199254456816098,0.354132701258254
14.7,0.193618336219113,0.529047985019984,0.204751802482124,0.357176861972449
14.8,0.192030719187783,0.524304227358093,0.21029545279738,0.360217395338042
14.9,0.190424125846326,0.519540607069634,0.21588109695302,0.363254760879899
15,0.188798857775871,0.514758718107419,0.221504369487614,0.366289444363258
15.1,0.187155319565491,0.509960125565266,0.227160862923201,0.369321952129234
15.2,0.185494014582977,0.505146366012342,0.232846140070769,0.372352805443389
15.3,0.183815540355986,0.500318947921411,0.238555745942598,0.375382534900612
15.4,0.182120583606317,0.495479352184679,0.24428521921791,0.378411674928225
15.5,0.180409914977017,0.490629032710534,0.250030103221977,0.381440758423456
15.6,0.178684383514374,0.485769417088989,0.255785956396847,0.384470311562408
15.7,0.17694491092313,0.480901907322599,0.261548362216091,0.387500848814966
15.8,0.175192485658158,0.476027880608565,0.267312938551325,0.390532868193036
15.9,0.173428156897586,0.471148690161657,0.273075346486224,0.3935668467578
16,0.171653028435131,0.466265666067328,0.278831298574034,0.396603236408387
16.1,0.169868252535297,0.461380116153762,0.284576566550357,0.399642459971181
16.2,0.168075023791407,0.456493326871336,0.290306988515979,0.402684907604878
16.3,0.166274573024105,0.451606564168056,0.296018475608714,0.40573093353298
16.4,0.164468161255525,0.446721074349972,0.301707018186493,0.40878085311222
16.5,0.162657073791606,0.44183808491584,0.307368691546098,0.411834940242127
16.6,0.16084261444229,0.436958805355969,0.312999661203186,0.414893425117923
16.7,0.159026099906446,0.432084427905821,0.318596187759585,0.417956492326106
16.8,0.157208854345508,0.427216128245768,0.324154631383469,0.421024279279431
16.9,0.155392204166917,0.422355066139304,0.329671455926915,0.4240968749856
17,0.153577473035648,0.417502386002996,0.335143232703698,0.42717431914178
17.1,0.151765977129349,0.412659217402521,0.340566643948123,0.430256601545129
17.2,0.149959020625368,0.407826675471146,0.345938485989035,0.433343661812829
17.3,0.148157891482798,0.403005861247499,0.351255672129708,0.436435389376773
17.4,0.146363857630332,0.39819786191293,0.356515235148757,0.43953162378465
17.5,0.144578163128971,0.393403750973125,0.361714329749306,0.442632155224031
17.6,0.142802024836493,0.388624588334214,0.366850234622944,0.445736725323137
17.7,0.141036629321996,0.383861420298604,0.371920354282457,0.448845028173261
17.8,0.139283130054351,0.379115279476603,0.376922220652239,0.451956711558603
17.9,0.137542644874824,0.374387184619458,0.381853494417054,0.455071378382055
18,0.135816253749783,0.369678140376045,0.38671196612547,0.458188588266984
18.1,0.134104996798834,0.364989136977826,0.391495557046344,0.461307859317535
18.2,0.132409872592395,0.360321149857284,0.396202319775551,0.464428670019899
18.3,0.130731836711566,0.355675139205563,0.40083043858948,0.467550461267177
18.4,0.129071800562178,0.351052049475556,0.405378229541627,0.470672638490834
18.5,0.127430630434038,0.346452808837076,0.409844140298713,0.473794573882154
18.6,0.125809146795619,0.341878328591039,0.414226749713207,0.476915608687661
18.7,0.124208123813803,0.337329502549799,0.418524767129826,0.480035055563008
18.8,0.122628289087733,0.332807206390845,0.422737031424594,0.483152200970498
18.9,0.121070323585384,0.328312296991139,0.42686250977619,0.486266307606092
19,0.119534861771109,0.323845611749264,0.43090029617071,0.48937661684245
19.1,0.118022491912144,0.319407967902429,0.434849609642458,0.492482351175354
19.2,0.116533756551886,0.315000161845174,0.43870979225497,0.495582716661578
19.3,0.115069153137644,0.310622968456315,0.442480306828105,0.498676905337129
19.4,0.11362913479055,0.306277140440372,0.446160734418736,0.501764097605503
19.5,0.112214111205362,0.301963407689322,0.449750771564125,0.504843464586486
19.6,0.110824449667996,0.297682476670107,0.453250227298725,0.507914170416753
19.7,0.109460476142678,0.293435029860504,0.456659020058206,0.510975374427089
19.8,0.108122476586557,0.289221725153699,0.459977174004918,0.514026233517273
19.9,0.106810698181902,0.285043195386213,0.463204815638317,0.517065904119055
20,0.105525350687266,0.280900047882889,0.466342170095261,0.52009354419692
20.1,0.104266607903146,0.276792864022855,0.469389557147117,0.523108315280092
20.2,0.103034609149397,0.272722198870624,0.472347387169715,0.526109384318944
20.3,0.101829460786685,0.268688580857037,0.475216156985801,0.529095925465772
20.4,0.100651237770926,0.264692511511768,0.477996445603851,0.532067121767943
20.5,0.0994999852300874,0.260734465248356,0.480688909875494,0.535022166767268
20.6,0.0983757200551347,0.256814889203135,0.483294280090867,0.537960266004788
20.7,0.0972784324973025,0.252934203128074,0.485813355530145,0.540880638429363
20.8,0.0962080877644885,0.249092799337401,0.488246999989423,0.543782517709468
20.9,0.0951646276101134,0.245291042707524,0.490596137298652,0.546665153448009
21,0.0941479719083473,0.24152927072939,0.492861746848718,0.549527812300397
21.1,0.0931580202101546,0.237807793612149,0.495044859144019,0.552369778996537
21.2,0.0921946532751614,0.234126894436699,0.49714655139612,0.555190357267778
21.3,0.0912577345748788,0.230486829357456,0.499167943173115,0.557988870680188
21.4,0.0903471117633411,0.226887827850488,0.501110192118371,0.560764663375871
21.5,0.0894626181117199,0.223330093005967,0.502974489751282,0.563517100724272
21.6,0.0886040739039611,0.219813801862734,0.50476205736158,0.566245569885733
21.7,0.0877712877909558,0.216339105782661,0.506474142007638,0.568949480289717
21.8,0.0869640581011973,0.212906130862393,0.50811201262809,0.571628264030366
21.9,0.0861821741062932,0.209514978379972,0.509676956274947,0.574281376182206
22,0.0854254172400945,0.206165725273799,0.511170274475284,0.576908295038931
22.1,0.0846935622705677,0.202858424651376,0.51259327972747,0.579508522278361
22.2,0.0839863784238797,0.19959310632524,0.513947292136847,0.582081583056728
22.3,0.0833036304604752,0.196369777373513,0.515233636194721,0.584627026035519
22.4,0.0826450797032177,0.193188422722541,0.516453637703552,0.58714442334418
22.5,0.0820104850179254,0.190049005749103,0.51760862085028,0.589633370481977
22.6,0.0813996037468719,0.186951468899747,0.518699905428824,0.592093486162373
22.7,0.0808121925969068,0.183895734324606,0.519728804209175,0.594524412104199
22.8,0.0802480084792023,0.180881704524574,0.520696620465441,0.596925812768363
22.9,0.0797068093083388,0.177909263007569,0.521604645639876,0.599297375051299
23,0.0791883547579335,0.174978274953072,0.522454157154815,0.601638807933065
23.1,0.0786924069737853,0.172088587882967,0.523246416371209,0.60394984208305
23.2,0.0782187312471709,0.169240032336416,0.523982666686846,0.60623022942781
23.3,0.0777670966502781,0.166432422546771,0.524664131769802,0.608479742684381
23.4,0.077337276634879,0.163665557118937,0.525292013925076,0.610698174861362
23.5,0.0769290495958105,0.160939219705634,0.525867492590621,0.612885338730419
23.6,0.0765421994025365,0.158253179680795,0.526391722953109,0.615041066272433
23.7,0.0761765158980778,0.155607192808859,0.526865834687745,0.61716520809849
23.8,0.0758317953688005,0.153001001908551,0.5272909308109,0.619257632849908
23.9,0.0755078409870017,0.15043433750991,0.52766808664016,0.62131822657969
24,0.0752044632299333,0.147906918507685,0.527998348854386,0.623346892112625
24.1,0.0749214802724392,0.145418452799734,0.528282734654502,0.625343548398654
24.2,0.0746587183452258,0.142968637898949,0.528522231048277,0.627308129868126
24.3,0.0744160121012071,0.1405571615772,0.528717794156087,0.629240585735917
24.4,0.074193204943624,0.138183702467155,0.528870348645046,0.631140879326888
