"time","x1","x2"
0,0.3,0.4
0.25,0.317928288392245,0.441498192742585
0.5,0.331788458852526,0.483510191656732
0.75,0.341310520974233,0.525420330384661
1,0.346509182162112,0.56662805893543
1.25,0.347642172038378,0.606581368738632
1.5,0.345142675977273,0.644803281789677
1.75,0.339553551731161,0.680910171233262
2,0.331462288528704,0.714620834515554
2.25,0.321446507266162,0.745756949108604
2.5,0.310043416593204,0.774234788736598
2.75,0.297725121446598,0.80005354410189
3,0.284889173459363,0.823280084616316
3.25,0.271857919881705,0.844032904057452
3.5,0.258883597262508,0.862466756347174
3.75,0.246156258742936,0.878759013576002
4,0.23381301283296,0.893098270874851
4.25,0.221947642712236,0.905675343231782
4.5,0.210619472678488,0.916676546898545
4.75,0.199861079528309,0.92627902396473
5,0.18968483218916,0.93464775109613
5.25,0.180088244516804,0.941933906676243
5.5,0.171058278686341,0.948274179316412
5.75,0.162574680260799,0.953790869919518
6,0.154612540105704,0.958592476067352
6.25,0.147144228682864,0.962774558319069
6.5,0.140140822479246,0.966420796681925
6.75,0.133573132376187,0.969604121521235
7,0.127412425909464,0.972387848701071
7.25,0.12163091779253,0.974826775723638
7.5,0.116202086422729,0.976968209064764
7.75,0.11110086206476,0.978852907597279
8,0.106303721815355,0.98051593550148
8.25,0.101788718062582,0.98198742390681
8.5,0.0975354606500735,0.983293244600932
8.75,0.0935250678130375,0.984455601413878
9,0.0897400970178308,0.985493546154515
9.25,0.0861644638317308,0.9864234265001
9.5,0.0827833540596275,0.987259274422134
9.75,0.079583134890775,0.988013141174268
10,0.0765512687248773,0.988695371718897
10.25,0.0736762249132911,0.989314866659868
10.5,0.0709473986756332,0.989879288308382
10.75,0.0683550343941898,0.990395238462585
11,0.0658901540942161,0.990868413158705
11.25,0.0635444909826124,0.991303733833831
11.5,0.0613104281735042,0.991705459237455
11.75,0.0591809424312188,0.992077280913915
12,0.0571495526693174,0.992422404554044
12.25,0.0552102729254071,0.992743619338958
12.5,0.0533575695023828,0.993043357051022
12.75,0.0515863219607454,0.993323742469566
13,0.0498917876514828,0.993586636351663
13.25,0.0482695694897523,0.993833672104711
13.5,0.0467155866849732,0.994066287093467
13.75,0.0452260481607955,0.99428574938364
14,0.0437974284174227,0.994493180604003
14.25,0.0424264456080901,0.994689575506485
14.5,0.041110041620486,0.994875818716528
14.75,0.0398453639721602,0.995052699091723
15,0.0386297493462336,0.99522092204371
15.25,0.0374607086098686,0.995381120124717
15.5,0.0363359131729288,0.995533862134673
15.75,0.0352531828964173,0.995679660764467
16,0.0342104738107686,0.995818979973608
16.25,0.0332058684313982,0.995952240361636
16.5,0.0322375665677008,0.99607982403085
16.75,0.031303876311833,0.996202079351649
17,0.0304032061741836,0.996319324669691
17.25,0.0295340578347172,0.996431851603019
17.5,0.0286950194991967,0.99653992795836
17.75,0.0278847600282494,0.996643800142111
18,0.0271020230930129,0.996743695497472
18.25,0.0263456220928286,0.996839824204764
18.5,0.0256144355776324,0.996932380920107
18.75,0.0249074025336387,0.997021546411843
19,0.0242235186209197,0.997107488780377
19.25,0.0235618325692125,0.997190364587016
19.5,0.0229214426159235,0.997270319967894
19.75,0.0223014933613239,0.997347491536707
20,0.0217011728533856,0.997422007200685
20.25,0.0211197098814234,0.997493986897931
20.5,0.0205563714676663,0.997563543251677
20.75,0.0200104605406745,0.997630782159538
21,0.0194813137756455,0.997695803323071
21.25,0.0189682995879477,0.997758700724595
21.5,0.018470816267501,0.997819563058097
21.75,0.0179882902427051,0.997878474119145
22,0.0175201744636378,0.99793551315856
22.25,0.0170659468951521,0.997990755203898
22.5,0.016625109111322,0.998044271352223
22.75,0.0161971849834283,0.998096129037301
23,0.0157817194543488,0.998146392273892
23.25,0.0153782773928266,0.998195121881528
23.5,0.0149864425216405,0.998242375689872
23.75,0.0146058164142032,0.998288208727482
24,0.0142360175545676,0.998332673395643
24.25,0.0138766804562341,0.998375819628667
24.5,0.0135274548355282,0.998417695041976
24.75,0.0131880048356582,0.998458345069084
25,0.0128580082978759,0.998497813088497
