"time","x1","x2","x3","x4"
0,0.2,0.1,0.3,0.4
0.5,0.20048917611075,0.115112209813031,0.129640431233139,0.240325994975716
1,0.226154306339847,0.140835169313668,0.0728278657139407,0.161718739110091
1.5,0.258924362035156,0.177172047856747,0.043812545222102,0.104386797880386
2,0.289183838984454,0.225794686838775,0.0266031305123401,0.0608369447103742
2.5,0.307988018578057,0.287811369278461,0.0161198208772977,0.0311678202753457
3,0.308512829296484,0.362477993466133,0.00997412693686818,0.0140072453800246
3.5,0.288736537294902,0.446626021504866,0.00661341101303606,0.00561932037447488
4,0.25225631379084,0.535074423785649,0.00496601705623298,0.00206889408829994
4.5,0.206399354351898,0.621830151402723,0.0044030621086803,0.000718389010058421
5,0.159073756463125,0.701528359675631,0.00468590046004947,0.000239952344489822
5.5,0.116277215180869,0.770501712428591,0.0059343188133152,7.77550031500505e-05
6,0.0811556743672136,0.827110224885101,0.00871682624885372,2.4914460637579e-05
6.5,0.0543671100079733,0.871371396996839,0.0143684734306934,7.64044353556378e-06
7,0.0350202059277686,0.904213367305387,0.0256973874847015,3.02521337163908e-06
7.5,0.0215882096865936,0.926628332720529,0.0482995943744791,9.40868019388144e-07
8,0.0125305572135786,0.938872668999162,0.0924185807767934,2.7672909643363e-07
8.5,0.00661491707415978,0.939812914846042,0.173593183909341,8.23989786707748e-08
9,0.00300223253046179,0.926976267222044,0.306105696557587,3.85041086541534e-08
9.5,0.00110058697415834,0.898502280856558,0.483669112869765,1.80001199446417e-08
10,0.000317150086387696,0.856704171254327,0.666857713761211,-4.24131595172102e-09
10.5,7.45507603140068e-05,0.808765016445716,0.81100838126604,-2.59408412513285e-08
11,1.53958075557534e-05,0.762420322432117,0.902084053729655,-2.02355300962014e-08
11.5,2.98448580041828e-06,0.722144971118161,0.951900999968212,-1.26370699282642e-08
12,5.77245388764584e-07,0.689115176066858,0.977023626913143,7.18330762733507e-09
12.5,1.10537212832062e-07,0.662761040513816,0.989174675916844,-8.22800052466071e-09
13,2.15048759126927e-08,0.641953884091132,0.994932930761664,-6.1425804764616e-09
13.5,4.19433015334405e-09,0.625557535112174,0.99763517565983,-1.60065777452849e-10
14,8.79243356299133e-10,0.612608473715538,0.998898625628367,1.04304709538617e-09
14.5,1.71338239994034e-10,0.602343196155234,0.999487178802403,6.29857338700835e-10
15,2.12193010028437e-10,0.594170714785748,0.99976127709988,-2.72015304545779e-09
15.5,-4.53906595355184e-11,0.587637821174536,0.999888717106418,9.60784977881052e-10
16,1.01012498289408e-10,0.582396307776723,0.999948142683499,-1.32906259794326e-09
16.5,-9.65874752573344e-11,0.578177423204775,0.999975835893806,1.1547717958833e-09
17,9.34070991536414e-11,0.574772481931674,0.999988728506469,-7.03174215358537e-10
17.5,7.44499070948436e-11,0.572018507564205,0.999994684429867,-1.37450347960364e-08
18,-2.37708228792118e-10,0.569786417683829,0.99999757907359,3.09209138738258e-09
18.5,9.07646753684672e-11,0.567974536876548,0.999998904812497,7.37883167857918e-09
19,-2.71392612277685e-11,0.566501812119995,0.999999474573884,-3.45399675938356e-09
19.5,-1.09093772078601e-11,0.565303603197353,0.999999771321432,4.47038264124203e-09
20,1.32964595127538e-10,0.564327701500918,0.99999985701877,-1.46581281164522e-08
20.5,-6.68593139234112e-10,0.563532428708807,0.999999795699629,-6.17520333942409e-08
21,-1.85057350328893e-09,0.562884169366025,0.99999984157823,-4.73972541199493e-08
21.5,-9.79583470428192e-11,0.56235522448936,1.00000020502375,9.14243499666224e-08
22,2.97435879864554e-09,0.561923875558134,1.00000031555921,1.25482822020221e-07
22.5,6.50804031653024e-10,0.561571612843406,1.00000005770001,2.33283518642615e-08
23,1.90454749157968e-10,0.5612839471782,1.00000001042317,4.34996032768156e-09
23.5,6.54625700298753e-11,0.561049178850316,1.00000000320217,1.39959191107677e-09
24,-1.05692795858145e-10,0.560857443576258,0.999999972169324,-1.1073010899419e-08
24.5,-5.5804868149579e-10,0.56070071833808,0.999999902648544,-3.86749757514322e-08
25,-6.48754385972937e-10,0.560572678494243,0.999999891404626,-4.31102783652759e-08
25.5,9.5809496216153e-11,0.560468074329855,1.00000001783893,7.10225959584834e-09
26,8.77705897336819e-10,0.560382599058757,1.00000017588312,7.01364176639085e-08
26.5,3.72023092401207e-10,0.56031272117724,1.000000124091,4.99597775140027e-08
27,-1.09120579146701e-09,0.560255543208625,0.999999818127888,-7.21399129775168e-08
27.5,-8.85309493698296e-10,0.560208885171571,0.999999800145169,-7.98865454661098e-08
28,-1.66536165932279e-10,0.560170740174513,0.99999996955816,-1.21102979850515e-08
28.5,-3.68084226320721e-11,0.560139549074767,0.999999993891112,-2.42550622340553e-09
29,-9.4321944064568e-12,0.560114063384671,0.999999998458327,-6.12605182613086e-10
29.5,5.46525549064791e-12,0.560093254440755,1.0000000023622,9.52875522024422e-10
30,4.07723171498211e-11,0.560076231172301,1.0000000140042,5.63708745507314e-09
30.5,5.39599058263856e-11,0.560062287965915,1.00000002009769,8.09903729631029e-09
31,6.8912606549312e-12,0.560050930776499,1.00000000559841,2.2720688249784e-09
31.5,-5.59202963704079e-11,0.560041605217016,0.999999977906165,-8.90952547589441e-09
32,-5.45970826986097e-11,0.560033989846607,0.999999969047875,-1.25282413569874e-08
32.5,-3.95740093927368e-12,0.560027778486576,0.999999989531554,-4.26574992012056e-09
33,3.89538648197362e-12,0.560022701926633,1.00000000392187,1.59323785678833e-09
33.5,-9.62752607717226e-12,0.560018548252956,0.999999995683395,-1.74319190256214e-09
34,-1.27598930681898e-11,0.560015154245901,0.999999984658218,-6.23757276580799e-09
34.5,-1.39402529362674e-12,0.560012382287708,0.999999988662678,-4.6252304612259e-09
35,5.28430008158378e-12,0.560010119192281,1.00000000225689,9.10860127261444e-10
35.5,2.60670923844272e-13,0.560008269665441,1.00000000575064,2.34689016142151e-09
