time,AO,LP,LB
0,0.198,0,0
0.25,0.197,0,0
0.5,0.197,0,0
0.75,0.196,0,0
1,0.196,0,0
1.25,0.196,0,0
1.5,0.196,0,0
1.75,0.196,0,0
2,0.196,0,0
2.25,0.197,0,0
2.5,0.197,0,0
2.75,0.197,0,0
3,0.197,0,0
3.25,0.197,0,0
3.5,0.197,0,0
3.75,0.197,0,0
4,0.197,0,0
4.25,0.197,0,0
4.5,0.197,0,0
4.75,0.197,0,0
5,0.198,0,0
5.25,0.198,0,0
5.5,0.198,0,0
5.75,0.198,0,0
6,0.198,0,0
6.25,0.199,0,0
6.5,0.199,0,0
6.75,0.199,0,0
7,0.2,0,0
7.25,0.2,0,0
7.5,0.201,0,0
7.75,0.201,0,0
8,0.202,0,0
8.25,0.203,0,0
8.5,0.203,0,0
8.75,0.204,0,0
9,0.206,0,0
9.25,0.207,0,0
9.5,0.208,0,0
9.75,0.209,0,0
10,0.209,0,0
10.25,0.21,0,0
10.5,0.211,0,0
10.75,0.212,0,0
11,0.213,0,0
11.25,0.214,0,0
11.5,0.215,0,0
11.75,0.216,0,0
12,0.216,0,0
12.25,0.218,0,0
12.5,0.219,0,0
12.75,0.22,0,0
13,0.221,0,0
13.25,0.222,0,0
13.5,0.224,0,0
13.75,0.225,0,0
14,0.227,0,0
14.25,0.228,0,0
14.5,0.229,0,0
14.75,0.231,0,0
15,0.233,0,0
15.25,0.234,0,0
15.5,0.236,0,0
15.75,0.238,0,0
16,0.241,0,0
16.25,0.243,0,0
16.5,0.246,0,0
16.75,0.248,0,0
17,0.251,0,0
17.25,0.254,0,0
17.5,0.256,0,0
17.75,0.258,0,0
18,0.261,0,0
18.25,0.264,0,0
18.5,0.266,0,0
18.75,0.27,0,0
19,0.271,0,0
19.25,0.275,0,0
19.5,0.279,0,0
19.75,0.284,0,0
20,0.288,0,0
20.25,0.292,0,0
20.5,0.295,0,0
20.75,0.3,0,0
21,0.305,0,0
21.25,0.31,0,0
21.5,0.314,0,0
21.75,0.32,0,0
22,0.326,0,0
22.25,0.333,0,0
22.5,0.341,0,0
22.75,0.348,0,0
23,0.358,0,0
23.25,0.367,0,0
23.5,0.376,0,0
23.75,0.383,0,0
24,0.391,0,0
24.25,0.398,0,0
24.5,0.407,0,0
24.75,0.419,0,0
25,0.432,0,0
25.25,0.443,0,0
25.5,0.458,0,0
25.75,0.473,0,0
26,0.486,0,0
26.25,0.503,0,0
26.5,0.519,0,0
26.75,0.54,0,0
27,0.558,0,0
27.25,0.576,0,0
27.5,0.596,0,0
27.75,0.611,0,0
28,0.623,0,0
28.25,0.635,0,0
28.5,0.649,0,0
28.75,0.686,0,0
29,0.727,0,0
29.25,0.756,0,0
29.5,0.785,0,0
29.75,0.801,0,0
30,0.807,0,0
30.25,0.834,0,0
30.5,0.869,0,0
30.75,0.883,0,0
31,0.898,0,0
31.25,0.912,0,0
31.5,0.926,0,0
31.75,0.898,0,0
32,0.886,0,0
32.25,0.895,0,0
32.5,0.9,0,0
32.75,0.904,0,0
33,0.916,0,0
33.25,0.93,0,0
33.5,0.944,0,0
33.75,0.96,0,0
34,0.981,0,0
34.25,0.99,0,0
34.5,0.999,0,0
34.75,0.999,0,0
35,0.996,0,0
35.25,0.995,0,0
35.5,0.994,0,0
35.75,0.997,0,0
36,1.007,0,0
36.25,1,0,0
36.5,1.004,0,0
36.75,1.015,0,0
37,1.029,0,0
37.25,1.039,0,0
37.5,1.047,0,0
37.75,1.057,0,0
38,1.069,0,0
38.25,1.083,0,0
38.5,1.096,0,0
38.75,1.111,0,0
39,1.125,0,0
39.25,1.137,0,0
39.5,1.153,0,0
39.75,1.165,0,0
40,1.18,0,0
40.25,1.188,0,0
40.5,1.203,0,0
40.75,1.216,0,0
41,1.226,0,0
41.25,1.24,0,0
41.5,1.248,0,0
41.75,1.264,0,0
42,1.276,0,0
42.25,1.287,0,0
42.5,1.297,0,0
42.75,1.309,0,0
43,1.315,0,0
43.25,1.329,0,0
43.5,1.337,0,0
43.75,1.344,0,0
44,1.352,0,0
44.25,1.364,0,0
44.5,1.372,0,0
44.75,1.378,0,0
45,1.387,0,0
45.25,1.396,0,0
45.5,1.404,0,0
45.75,1.411,0,0
46,1.417,0,0
46.25,1.423,0,0
46.5,1.431,0,0
46.75,1.437,0,0
47,1.443,0,0
47.25,1.45,0,0
47.5,1.458,0,0
47.75,1.465,0,0
48,1.469,0,0
48.25,1.478,0,0
48.5,1.483,0,0
48.75,1.49,0,0
49,1.498,0,0
49.25,1.5,0,0
49.5,1.505,0,0
49.75,1.513,0,0
50,1.515,0,0
50.25,1.522,0,0
50.5,1.529,0,0
50.75,1.533,0,0
51,1.539,0,0
51.25,1.545,0,0
51.5,1.55,0,0
51.75,1.557,0,0
52,1.562,0,0
52.25,1.568,0,0
52.5,1.573,0,0
52.75,1.579,0,0
53,1.586,0,0
53.25,1.592,0,0
53.5,1.599,0,0
53.75,1.605,0,0
54,1.611,0,0
54.25,1.618,0,0
54.5,1.622,0,0
54.75,1.627,0,0
55,1.631,0,0
55.25,1.633,0,0
55.5,1.636,0,0
55.75,1.637,0,0
56,1.639,0,0
56.25,1.64,0,0
56.5,1.641,0,0
56.75,1.644,0,0
57,1.646,0,0
57.25,1.649,0,0
57.5,1.651,0,0
57.75,1.653,0,0
58,1.656,0,0
58.25,1.659,0,0
58.5,1.663,0,0
58.75,1.667,0,0
59,1.67,0,0
59.25,1.674,0,0
59.5,1.678,0,0
59.75,1.683,0,0
60,1.686,0,0
60.25,1.689,0,0
60.5,1.691,0,0
60.75,1.693,0,0
61,1.697,0,0
61.25,1.699,0,0
61.5,1.702,0,0
61.75,1.703,0,0
62,1.706,0,0
62.25,1.709,0,0
62.5,1.711,0,0
62.75,1.713,0,0
63,1.716,0,0
63.25,1.718,0,0
63.5,1.72,0,0
63.75,1.722,0,0
64,1.725,0,0
64.25,1.726,0,0
64.5,1.728,0,0
64.75,1.73,0,0
65,1.731,0,0
65.25,1.733,0,0
65.5,1.736,0,0
65.75,1.737,0,0
66,1.739,0,0
66.25,1.742,0,0
66.5,1.743,0,0
66.75,1.746,0,0
67,1.746,0,0
67.25,1.749,0,0
67.5,1.751,0,0
67.75,1.753,0,0
68,1.754,0,0
68.25,1.756,0,0
68.5,1.758,0,0
68.75,1.76,0,0
69,1.761,0,0
69.25,1.764,0,0
69.5,1.766,0,0
69.75,1.767,0,0
70,1.77,0,0
70.25,1.772,0,0
70.5,1.776,0,0
70.75,1.776,0,0
71,1.779,0,0
71.25,1.782,0,0
71.5,1.783,0,0
71.75,1.784,0,0
72,1.785,0,0
72.25,1.788,0,0
72.5,1.788,0,0
72.75,1.789,0,0
73,1.791,0,0
73.25,1.792,0,0
73.5,1.794,0,0
73.75,1.795,0,0
74,1.796,0,0
74.25,1.797,0,0
74.5,1.8,0,0
74.75,1.802,0,0
75,1.802,0,0
75.25,1.804,0,0
75.5,1.804,0,0
75.75,1.805,0,0
76,1.807,0,0
76.25,1.808,0,0
76.5,1.809,0,0
76.75,1.811,0,0
77,1.813,0,0
77.25,1.813,0,0
77.5,1.814,0,0
77.75,1.815,0,0
78,1.816,0,0
78.25,1.817,0,0
78.5,1.819,0,0
78.75,1.82,0,0
79,1.821,0,0
79.25,1.822,0,0
79.5,1.823,0,0
79.75,1.825,0,0
80,1.825,0,0
80.25,1.827,0,0
80.5,1.829,0,0
80.75,1.829,0,0
81,1.831,0,0
81.25,1.832,0,0
81.5,1.834,0,0
81.75,1.833,0,0
82,1.835,0,0
82.25,1.835,0,0
82.5,1.836,0,0
82.75,1.838,0,0
83,1.837,0,0
83.25,1.839,0,0
83.5,1.839,0,0
83.75,1.84,0,0
84,1.842,0,0
84.25,1.846,0,0
84.5,1.845,0,0
84.75,1.845,0,0
85,1.847,0,0
85.25,1.846,0,0
85.5,1.85,0,0
85.75,1.847,0,0
86,1.85,0,0
86.25,1.85,0,0
86.5,1.849,0,0
86.75,1.852,0,0
87,1.852,0,0
87.25,1.855,0,0
87.5,1.855,0,0
87.75,1.854,0,0
88,1.859,0,0
88.25,1.856,0,0
88.5,1.857,0,0
88.75,1.856,0,0
89,1.858,0,0
89.25,1.86,0,0
89.5,1.863,0,0
89.75,1.865,0,0
90,1.863,0,0
90.25,1.866,0,0
90.5,1.866,0,0
90.75,1.865,0,0
91,1.864,0,0
91.25,1.863,0,0
91.5,1.865,0,0
