"time","x1","x2"
0,10,1
0.05,10.0836113561873,1.05019540306682
0.1,10.1677796127506,1.10285209489703
0.15,10.2525061247395,1.15808660717487
0.2,10.3377921910053,1.21601913559444
0.25,10.4236390611155,1.27677393492161
0.3,10.5100479518669,1.34048051568739
0.35,10.5970200360105,1.40727398563112
0.4,10.6845564458816,1.47729465073273
0.45,10.7726582727103,1.55068810991274
0.5,10.8613265647323,1.62760552092975
0.55,10.9505623266238,1.70820368096939
0.6,11.0403665188529,1.7926451084859
0.65,11.1307400569589,1.88109812257144
0.7,11.2216838108323,1.97373690776169
0.75,11.3131986039949,2.07074156268719
0.8,11.4052852128818,2.17229813037146
0.85,11.4979443661234,2.27859860781924
0.9,11.5911767438294,2.38984093239139
0.95,11.6849829768746,2.50622894229474
1,11.7793636461862,2.62797230835185
1.05,11.874319282034,2.75528643405555
1.1,11.9698503633225,2.88839232075912
1.15,12.0659573168862,3.02751639470755
1.2,12.1626405167882,3.17289029248275
1.25,12.2599002836216,3.32475060131899
1.3,12.3577368838159,3.48333855064926
1.35,12.4561505289456,3.64889965117282
1.4,12.5551413750453,3.8216832776952
1.45,12.6547095219279,4.00194219198896
1.5,12.7548550125084,4.18993200197599
1.55,12.8555778321488,4.38591056854297
1.6,12.9568779079559,4.59013729276344
1.65,13.0587551081364,4.80287237386886
1.7,13.1612092413662,5.02437600052052
1.75,13.2642400561307,5.25490742856998
1.8,13.3678472400825,5.49472398680032
1.85,13.4720304194115,5.74408000498062
1.9,13.576789158222,6.00322565209408
1.95,13.6821229579164,6.2724056925903
2,13.7880312565879,6.55185815977495
2.05,13.8945134284219,6.84181294473193
2.1,14.0015687831071,7.14249030489926
2.15,14.1091965652551,7.45409929723254
2.2,14.2173959538307,7.77683614042166
2.25,14.3261660615921,8.11088251251542
2.3,14.4355059345418,8.45640379203413
2.35,14.5454145513884,8.81354725211061
2.4,14.6558908230196,9.18244021881399
2.45,14.7669335919872,9.56318820645751
2.5,14.8785416320042,9.95587304434658
2.55,14.9907136474534,10.3605510112859
2.6,15.1034482729103,10.777250994748
2.65,15.2167440726778,11.2059726946147
2.7,15.3305995403348,11.6466848918989
2.75,15.4450130982993,12.0993238038436
2.8,15.5599830974049,12.5637915479951
2.85,15.6755078164923,13.0399547385181
2.9,15.7915854620156,13.527643238316
2.95,15.9082141676639,14.0266490904805
3,16.0253919939987,14.5367256521788
3.05,16.1431169281071,15.0575869532287
3.1,16.2613868832713,15.5889073002932
3.15,16.3801996986541,16.1303211502377
3.2,16.4995531390009,16.6814232525615
3.25,16.6194448943689,17.2417691012966
3.3,16.7398725798581,17.810875685955
3.35,16.860833735367,18.3882225587705
3.4,16.9823258253694,18.9732532207684
3.45,17.1043462387073,19.5653768239882
3.5,17.2268922884035,20.1639701853047
3.55,17.3499612114934,20.7683801020977
3.6,17.4735501688762,21.3779259552451
3.65,17.5976562451884,21.9919025115453
3.7,17.7222764486885,22.6095832015767
3.75,17.8474077111717,23.2302233948919
3.8,17.973046887906,23.853063822853
3.85,18.0991907575835,24.4773343096947
3.9,18.2258360222939,25.1022575705132
3.95,18.3529793075212,25.7270530639802
4,18.4806171621618,26.3509408867322
4.05,18.6087460585641,26.9731456618971
4.1,18.7373623925908,27.592900379735
4.15,18.8664624837031,28.2094501501502
4.2,18.9960425750682,28.8220558284082
4.25,19.1260988336888,29.429997477659
4.3,19.2566273505563,30.0325776347461
4.35,19.3876241408268,30.6291243492019
4.4,19.5190851440207,31.2189939691938
4.45,19.6510062242459,31.8015736524076
4.5,19.7833831704439,32.3762835843108
4.55,19.9162116966606,32.9425788951437
4.6,20.0494874423409,33.4999512492765
4.65,20.1832059726473,34.0479301284683
4.7,20.3173627788021,34.58608380183
4.75,20.4519532784538,35.1140199767891
4.8,20.586972816069,35.6313861449935
4.85,20.7224166633473,36.1378696392529
4.9,20.8582800196615,36.6331974142389
4.95,20.994558012522,37.1171355681199
5,21.1312456980654,37.589488625237
5.05,21.2683380615676,38.0500986012487
5.1,21.4058300179825,38.4988438733277
5.15,21.5437164125033,38.9356378787026
5.2,21.6819920211498,39.3604276651246
5.25,21.8206515513794,39.7731923165223
5.3,21.9596896427227,40.1739412778563
5.35,22.0991008674432,40.5627125999531
5.4,22.2388797312214,40.939571126548
5.45,22.3790206738628,41.3046066433445
5.5,22.5195180700301,41.6579320080601
5.55,22.6603662299993,41.9996812783503
5.6,22.8015594004388,42.3300078531084
5.65,22.9430917652136,42.6490826411735
5.7,23.0849574462113,42.9570922696932
5.75,23.2271505041921,43.2542373427544
5.8,23.3696649396621,43.5407307593073
5.85,23.5124946937684,43.816796097872
5.9,23.6556336492182,44.082666074067
5.95,23.7990756312189,44.3385810756366
6,23.9428144084409,44.5847877783965
6.05,24.0868436940026,44.8215378453569
6.1,24.2311571464763,45.0490867103005
6.15,24.3757483709153,45.2676924460487
6.2,24.5206109199027,45.4776147169321
6.25,24.6657382946201,45.6791138142978
6.3,24.8111239459368,45.8724497731739
6.35,24.956761275519,46.0578815677667
6.4,25.1026436369584,46.2356663830552
6.45,25.2487643369201,46.4060589593952
6.5,25.3951166363093,46.5693110067939
6.55,25.5416937514564,46.7256706853234
6.6,25.6884888553197,46.8753821480188
6.65,25.8354950787065,47.0186851425297
6.7,25.9827055115104,47.1558146677707
6.75,26.1301132039655,47.2870006818312
6.8,26.2777111679175,47.4124678574544
6.85,26.4254923781092,47.5324353814754
6.9,26.5734497734827,47.6471167947093
6.95,26.7215762584951,47.7567198689063
7,26.8698647044489,47.8614465175235
7.05,27.0183079508366,47.9614927372145
7.1,27.1668988066978,48.0570485770944
7.15,27.315630051989,48.1482981329968
7.2,27.464494438966,48.235419564106
7.25,27.6134846935774,48.3185851295114
7.3,27.7625935168695,48.3979612423933
