"time","1","2","3"
1,0.1,1.05,2
1.25,0.170079617578875,1.2004733789206,2.09034517384713
1.5,0.296965908280901,1.35213180056486,2.06756054701961
1.75,0.507527343836193,1.47727356359915,1.93481154559502
2,0.797346931077754,1.55292619705861,1.71412954590818
2.25,1.0949638955514,1.56927954968207,1.44977590876363
2.5,1.30424453949206,1.53180927314729,1.19708451799106
2.75,1.39040510692455,1.45689612506821,0.993856823999388
3,1.38242694495671,1.36351250171661,0.849069761344804
3.25,1.32344185825824,1.26664530368922,0.7549457304213
3.5,1.2445540616361,1.1754961685323,0.700056161770389
3.75,1.16314825178221,1.09468720633778,0.674849327563616
4,1.08773772460333,1.02604321543546,0.672531181641651
4.25,1.02206174680499,0.969933475763672,0.688436051657925
4.5,0.967503350703609,0.926070930142154,0.719180414154488
4.75,0.924352385369014,0.893922982652355,0.76194268533885
5,0.89242148953716,0.872884800065817,0.813919844040448
5.25,0.871318346248399,0.862312726449091,0.871965903449615
5.5,0.86053302984655,0.861474326836052,0.932433036327846
5.75,0.859421221774186,0.869451388000749,0.991245265225971
6,0.867128679144315,0.885028937082181,1.04421149944955
6.25,0.882492424335368,0.90660984752897,1.08752717394166
6.5,0.90395838716609,0.932200482670331,1.11834254129063
6.75,0.929562316278648,0.959505183638772,1.13522872210069
7,0.957016496829875,0.986137413398399,1.13838556411855
7.25,0.983917107505942,1.00990851866154,1.12951622636916
7.5,1.00803800116805,1.02911439791049,1.11141043451018
7.75,1.0276297497202,1.04273288297624,1.08737490838439
8,1.04163006725657,1.05047856835307,1.06067970620582
8.25,1.04972601617706,1.05271739652876,1.03414793672495
8.5,1.05226885078039,1.05028859280242,1.00993785986043
8.75,1.05009204990014,1.04429693923644,0.989495829832238
9,1.044299346559,1.03592627749499,0.973622082437688
9.25,1.03607568443795,1.02630086942277,0.962588950652169
9.5,1.0265477732804,1.01639921902027,0.956267832141497
9.75,1.01669798578698,1.00701178071276,0.954241909810897
10,1.0073222301073,0.998729448238909,0.955897656879529
10.25,0.999018325118567,0.991950681567675,0.960497314413875
10.5,0.99219271453465,0.986898407838763,0.967237967075884
10.75,0.987076784747761,0.983641356175687,0.975302625389834
11,0.983747583695983,0.982117272791996,0.983906659560798
11.25,0.982150477632947,0.982157223820178,0.992340321082424
11.5,0.982122998297396,0.983510985006472,1.00000581518887
11.75,0.983419901150866,0.985873542954695,1.00644601708979
12,0.985739474900835,0.988912260803642,1.01136173587948
12.25,0.988750668458911,0.992293593447683,1.01461538955847
12.5,0.99211992365955,0.995707670992131,1.01622072969265
12.75,0.995536015333845,0.99888884069777,1.01632030338491
13,0.998730948167545,1.00163048255914,1.01515408160478
13.25,1.00149516839478,1.00379305396565,1.01302367848879
13.5,1.00368598749402,1.00530520372138,1.01025666542011
13.75,1.0052290136564,1.00615868994793,1.00717475845707
14,1.00611330282757,1.00639852735444,1.00406843539601
14.25,1.00638165286717,1.0061101526132,1.00117918524766
14.5,1.00611784123905,1.00540541740645,0.998689409496419
14.75,1.00543263260564,1.00440897026774,0.996719151415378
15,1.0044501333012,1.00324618656118,0.995328362513998
15.25,1.00329566440286,1.00203336489684,0.994523263883668
15.5,1.00208588078731,1.00087051147914,0.994265421716316
15.75,1.00092146480169,0.999836725083963,0.994482328254281
16,0.999882413644825,0.998987984014157,0.995078485471794
16.25,0.999025728065278,0.998357009950342,0.99594618570079
16.5,0.9983851833721,0.997954820251195,0.996975356417844
16.75,0.997972799822696,0.997773558279437,0.998061988772948
17,0.997781606420817,0.997790194397574,0.999114811587202
17.25,0.997789293772084,0.997970708867111,1.00006001358261
17.5,0.997962368545851,0.998274398212751,1.0008439595022
17.75,0.998260450691636,0.998657988285669,1.00143398620327
18,0.998640394656723,0.999079290707862,1.00181749286875
18.25,0.999059968052295,0.999500203843541,1.00199964314048
18.5,0.999480884885394,0.999888931942151,1.002000065804
18.75,0.99987106268794,1.00022137146485,1.00184896875832
19,1.00020604843973,1.00048168538082,1.00158306845521
19.25,1.00046963054054,1.00066214797349,1.00124168953838
19.5,1.00065371666634,1.00076238933224,1.00086331689486
19.75,1.00075760489803,1.0007881973483,1.00048279641878
20,1.00078680503727,1.00075004533546,1.00012929276185
20.25,1.00075157808815,1.00066150726617,0.999825031424967
20.5,1.00066535635325,1.00053770355237,0.999584785023443
20.75,1.00054318796157,1.00039389258483,0.999416012699163
21,1.00040032220435,1.00024429116314,0.999319528142242
21.25,1.00025102011316,1.00010117424802,0.9992905543583
21.5,1.00010764204341,0.999974274043732,0.999320019909269
21.75,0.999980033542095,0.999870472239439,0.999395959115941
22,0.99987520446636,0.999793758420936,0.99950489482012
22.25,0.999797275315716,0.999745412638606,0.999633104101099
22.5,0.999747649490843,0.99972436080526,0.999767692410298
22.75,0.999725360637597,0.999727647569284,0.99989742778277
23,0.999727539963899,0.99975097190261,1.0000133122302
23.25,0.999749948785787,0.999789235047896,1.00010889053241
23.5,0.999787525770081,0.999837057781399,1.00018031616638
23.75,0.999834905502179,0.999889233219801,1.00022620916136
24,0.999886874181061,0.999941091690874,1.00024735078307
